,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
5646,"@altaslm @bagbongmarcos @lenirobredo as sure as the sun rises every morning, @lenirobredo will lose.What we need to work on is to make sure said loss will be overwhelming, devastating and humiliating.",0.117,0.223,0.66,-0.6369,Negative
5647,"@GracedisGrace @bongbongmarcos don't force it into debate 🤣🤣🤣 Makamote yan.Because always call a friend yan 😅😅😅 ..

I just advise him to rehab first ..",0.127,0.0,0.873,0.4939,Positive
5648,@Jeanandrs @yunicrimson @aintr1cia @brainplease101 @gracedisgrace @bongbongmarcos or maybe it's really lazy to just rant his job.,0.0,0.271,0.729,-0.6361,Negative
5649,"READ HERE: https://t.co/8Kabiuuuu5

@bagbongmarcos @indaysara

#KATRIVOTE2022
#Pulsongbayan
#Dailytribune https://t.co/5uxw4ljyn8",0.0,0.0,1.0,0.0,Neutral
5650,"READ HERE: https://t.co/FNUWHC8QQR

@bagbongmarcos @indaysara

#KATRIVOTE2022
#Pulsongbayan
#Dailytribune https://t.co/t1zvklkig6",0.0,0.0,1.0,0.0,Neutral
5651,"@GracedisGrace @bagbongMarcos Child care is your last resort, I know other countries are too expensive, but in the Philippines it's easy to get a Yaya or Care Giver to take care or mother helper for a child.",0.426,0.0,0.574,0.9672,Positive
5652,@Philstarnews not Bong Bong Marcos yan,0.0,0.0,1.0,0.0,Neutral
5653,"@bagbongmarcos Solid BBM, Solid Uniteam❤️❤️❤️",0.516,0.0,0.484,0.296,Positive
5654,@___shesthatgirl @bagbongmarcos grabe naman nyong pull it out.,0.0,0.0,1.0,0.0,Neutral
5655,@aintr1cia @nashnashnash311 @jeanandrs @brainplease101 @gracedisgrace @bagbongmarcos in your behavior that you really have no place to go to first when you get pregnant with the government.Gaga,0.0,0.09,0.91,-0.3566,Negative
5656,"I really think @lenirobredo needs to work smarter, not harder.The scientific surveys, which projected a really close VP race in 2016, is the same surveys pointing to a @bongbongmarcos landslide this year.I don't see a path to victory for the VP unless it becomes a 2person race",0.068,0.0,0.932,0.4588,Positive
5657,@bagbongmarcos Bbm Sara ❤️💚🐯🦅 SOLID UNITEAM ✌️👊🇵🇭,0.28,0.0,0.72,0.3254,Positive
5658,@GracedisGrace @bagbongmarcos wow then say hayup!You're fine.Hope you just run!,0.328,0.0,0.672,0.658,Positive
5659,"@iambonsai @THEADTAN @bagbongmarcos you really don't want to think that you really are in your boss, dhn you think that the cp is broken before the fb dba hahahaha of course you will do your acct again naturally nkaPut on fb you kong kylan you made your new acct hahahaha ops bwl tanga",0.0,0.083,0.917,-0.5574,Negative
5660,@bagbongmarcos 🤟💚 ♥ ️🤟,0.0,0.0,1.0,0.0,Neutral
5661,@delamaryjoan @aintr1cia @jeanandrs @brainplease101 @gracedisgrace @bagbongmarcos in my true i have also been selling and I have been selling 10yrs since Cory sitting the hardships of life seriously .. my parents left me in bicol so i lived my ownI was in the mercy of God I graduated and was abroad .. when you were lazy you were nowhere to be found.,0.115,0.065,0.82,0.4939,Positive
5662,@prue888 @rihou_18 @bagbongmarcos they try to make fun of it when they do that.,0.202,0.0,0.798,0.5106,Positive
5663,@prue888 @rihou_18 @bagbongmarcos 😭😭💔💔,0.0,0.0,1.0,0.0,Neutral
5664,About,0.0,0.0,1.0,0.0,Neutral
5665,@Daddysgirlph @bagbongmarcos @lenirobredo contradicting really that girl deserving to beat and beat a bongga,0.0,0.161,0.839,-0.3182,Negative
5666,@___shesthatgirl @rihou_18 @bagbongmarcos sis I cried and watched the water ...,0.0,0.224,0.776,-0.3818,Negative
5667,@Rihou_18 @___shesthatgirl @bagbongmarcos pain so much because huhu,0.0,0.32,0.68,-0.5106,Negative
5668,@altaslm @bagbongmarcos @lenirobredo won't.her statements against him in fact encourages more hatred for @bongbongmarcos,0.15,0.232,0.619,-0.3804,Negative
5669,"@GracedisGrace @bagbongMarcos is the day care center that BBM says because parents can leave while they are at work which is still a free feeding program to reduce their costs.And those who are older are more scholarships.Daaah Apakabobo!

Mindset ba mindset",0.151,0.027,0.822,0.7644,Positive
5670,@Politiko_ph @bagbongmarcos @leifbilly We continue to support you by Inday Sara and the whole Uniteam.Filipinos love you because of your heartfelt listening and helping.Until late Marcos still ❤️💚🇵🇭,0.294,0.0,0.706,0.886,Positive
5671,@Brainplease101 @GracedisGrace @bagbongMarcos 18yrs old child you didn't make a way why do you rely on the government that big .. just put in daycare eh toddlers so you can work.You want to give you aid.,0.037,0.0,0.963,0.0772,Positive
5672,@GracedisGrace @bagbongMarcos e try so much that you think and understand what BBM said before you say anything?Bobo to.,0.0,0.0,1.0,0.0,Neutral
5673,@GracedisGrace @bagbongmarcos you think you can say that the daycare center of the children's school is not the daycare center that the children can leave when the parent has a job in America in America.You are still embarrassed,0.0,0.096,0.904,-0.4019,Negative
5674,"@aintr1cia @jeanandrs @brainplease101 @GracedisGrace @bagbongMarcos me 6yrs old I started working, mountaining, for rice and rice buying, bathing in the neighborhood to buy rice and dish, climbing fruit tree to buy paper to buy paper paperand pencils, and pamaon kuna, if you like there are many ways.",0.053,0.0,0.947,0.3612,Positive
5675,@Rihou_18 @prue888 @bagbongmarcos diba makawa 🥺🥺 Laglag luna ko jan ..,0.0,0.0,1.0,0.0,Neutral
5676,@robert1001smith @mafayern @bunkichklug17 @bonjordz @ahandmaidstale @jaicabajar @lunaniki8844 @bongbongmarcos @indaysara 🇵🇭itlog-for-lenlen,0.0,0.0,1.0,0.0,Neutral
5677,@EmmilsPedro @alterpanabo69 @GracedisGrace @bagbongmarcos amputa..the fool of your mom..hahaha,0.0,0.266,0.734,-0.4404,Negative
5678,@gilbertus66 @eydipi28 @deusxmachina14 @bagbongmarcos shy #marcosnumber1s,0.0,0.286,0.714,-0.25,Negative
5679,@bunkichklug17 @robert1001smith @mafayern @bonjordz @ahandmaidstale @jaicabajar @lunaniki8844 @bagbongmarcos @indaysara 🇵🇭TangaForFree-Forlenlenn,0.0,0.0,1.0,0.0,Neutral
5680,@prue888 @___shesthatgirl @bagbongmarcos ateee shi i don't want to cry you cry meooooo.😭😭😭😭😭😭😭.@bagbongmarcos welcome our house .....,0.38,0.057,0.563,0.7837,Positive
5681,@robert1001smith @mafayern @nognognognation @bonjordz @ahandmaidstale @jaicabajar @lunaniki8844 @bagbongmarcos @indaysara would have paid their stupidity because they were not stupid for free.,0.105,0.212,0.682,-0.4265,Negative
5682,@bagbongmarcos Lenie ako,0.0,0.0,1.0,0.0,Neutral
5683,"@aintr1cia @jeanandrs @brainplease101 @GracedisGrace @bagbongMarcos 18 yrs old You haven't got a job?10 yrs old when I'm working in the market nun.Newspaper, banana q, camote q, maruya, ice candy, ice knuckle, slippers, fruits, etc.Nung HS.

It may be because the manager is the position you want.🤣",0.0,0.0,1.0,0.0,Neutral
5684,Happy birthday po my president @bongbongmarcos,0.327,0.319,0.354,0.0258,Neutral
5685,@Politiko_ph @bagbongmarcos @leifbilly abay pack and fly to mercury or venus 😂,0.0,0.0,1.0,0.0,Neutral
5686,"Almost at the same time gathering and rallies this Sunday, Mayor @Indaysara's London Trafalgar Square and PH Embassy are at London Trafalgar Square and PH Embassy;VP @Lenirobredo supporters in Mable Arch, and Tower Hill are supporters of @bangbongmarcos and Sara Duterte.

https://t.co/MFPTRPBY9U",0.127,0.0,0.873,0.7003,Positive
5687,"@Mafayern @bunkichklug17 @nognognognation @bonjordz @ahandmaidstale @jaicabajar @lunaniki8844 @bagbongmarcos @indaysara khit what do you do not change that your rescue is a family of stealing, liar, die human, pammekeke.🤡 They are Leni Robredo & amp;Kiko Pangilinan?",0.076,0.252,0.671,-0.8225,Negative
5688,@prue888 @bingcatrocks @___shesthatgirl @bagbongmarcos,0.0,0.0,1.0,0.0,Neutral
5689,@___shesthatgirl @bagbongmarcos hope not to have a bbm bbm bamay na hnd hurts plgi grabe nmn body guard allerto po kyu in those who are around,0.092,0.212,0.696,-0.5859,Negative
5690,"@bagbongmarcos
@Sandromarcos7
@Ligasng Song
@imthinkingpinoy",0.0,0.0,1.0,0.0,Neutral
5691,@05Prodigalson09 He probably shares the same bad habits as @bongbongmarcos,0.161,0.255,0.584,-0.3182,Negative
5692,@gmanews @bagbongmarcos next endorsement from satan himself,0.277,0.0,0.723,0.3182,Positive
5693,@Ultracreative2 @bagbongmarcos ✌️❤️👊💚 https://t.co/xgqjgiwxcj,0.0,0.0,1.0,0.0,Neutral
5694,@___shesthatgirl @bagbongmarcos look @rihou_18 it really cuts deep in my heart huhu,0.0,0.185,0.815,-0.3597,Negative
5695,"@bagbongmarcos @senimeemarcos
Number 1 loyalist nyo po @revealersin !!Pasharawt naman daw po
He is so fast that he is e
Thank you ✌️",0.209,0.259,0.532,-0.5399,Negative
5696,@alexander08_kdd @bagbongmarcos @indaysara 😍😍😍,0.0,0.0,1.0,0.0,Neutral
5697,@bagbongmarcos godbless bbmsara uniteam❤️✌🏻💚👊🏻🇵🇭,0.0,0.0,1.0,0.0,Neutral
5698,"@___shesthatgirl @bagbongmarcos ouch!Please do take care of BBM!He may not look like it, but he is a senior.Don't pull him like a rag doll that can be sewn back when it breaks.",0.062,0.142,0.796,-0.4027,Negative
5699,"@Mj__mondejar @bagbongmarcos @smninews @dzar1026 another nail in the coffin for the opposition.
Way to go !!!",0.0,0.0,1.0,0.0,Neutral
5700,@___shesthatgirl @bagbongmarcos OMG.Sad.,0.0,0.0,1.0,0.0,Neutral
5701,We LoveYou BBM @bagbongMarcos ❤🇵🇭✌ https://t.co/p36I6BV4NJ,0.0,0.0,1.0,0.0,Neutral
5702,@smninews @bagbongmarcos National Unithieves Party,0.403,0.0,0.597,0.4019,Positive
5703,@Lawrenncereth @bagbongmarcos same DNA.That's a lot of fans.1 dozen,0.0,0.0,1.0,0.0,Neutral
5704,@Politiko_ph @bagbongmarcos @leifbilly national unithieves party,0.351,0.0,0.649,0.4019,Positive
5705,"@bb_patring @GracedisGrace @bagbongMarcos detailed immediately?Vote if you want detailed detainees in the case of thorough planning and not just answered in Q & amp; a.All you want to do is hear the line ""I'll make sure ...""",0.133,0.0,0.867,0.4404,Positive
5706,"@Catbread6969 Oh it's a presidential candidate here in PH, Bong Bong Marcos.",0.0,0.0,1.0,0.0,Neutral
5707,@nanaxinult @lenirobredo @bagbongmarcos ... with voters and her dismal showing in the polls really points out the gaps in her campaign.She's like a Hillary Clinton but far worse.A lot of ironies to point out in @lenirobredo campaign.The Lenlen Videos highlights that.,0.041,0.059,0.899,-0.1901,Negative
5708,"@Mj__mondejar @bagbongmarcos @smninews @dzar1026 However, the party allows its members to endorse their candidate of choice.For example, Iloilo Gov Arthur Defensor Jr.said that his support for VP Leni in the 2022 presidential elections remains intact Amid the NUP's endorsement for Marcos Jr.😶We can be who for whom",0.219,0.0,0.781,0.8689,Positive
5709,@Devraak @bagbongmarcos wahaha,0.0,0.0,1.0,0.0,Neutral
5710,"@Raph_Migz @bagbongmarcos actually, you are the karma.You are not brainwashed.",0.0,0.0,1.0,0.0,Neutral
5711,@Devraak @bagbongmarcos yeah right https://t.co/pfa2a8tect,0.355,0.0,0.645,0.296,Positive
5712,@GracedisGrace @bagbongmarcos are you used to helping what ??Don't like the feeding program because you want 20k per month plus free internet pa .. hahahaha brain batugan lol,0.284,0.06,0.656,0.7814,Positive
5713,@Devraak @bagbongmarcos your hatred for Marcoses will bring you to mental.Beware.,0.0,0.296,0.704,-0.6369,Negative
5714,"@nanaxinult @lenirobredo I'm no fan of either @lenirobredo and @bongbongmarcos - but the hypocrisy of the VPS campaign is hilarious;You'd think she's the chosen one.The point is, she's the opposition leader to a very popular president;and despite her ""clean record"", she's really not connecting (2)",0.117,0.091,0.791,0.3188,Positive
5715,@Devraak @bagbongmarcos only a good person understands.,0.367,0.0,0.633,0.4404,Positive
5716,"That's when you open Twitter then you'll see it.

You are a good news atty.@Kimindar

Thank you so much national unity party.

Congrats to US and to @bongbongmarcos

#UniteambBSara
#BBMSARA2022",0.315,0.0,0.685,0.8885,Positive
5717,@Preciouspablo3 @bongbongmarcos it's not surprising girl.It takes a brain to care.,0.246,0.139,0.615,0.3369,Positive
5718,@regentgrove @darkmintfrappe @bagbongmarcos wikipedia is editable by anyone,0.0,0.0,1.0,0.0,Neutral
5719,"@GracedisGrace @bagbongMarcos Translation:

What we really want is money.We do not want daycare centers and feeding programs because we are still forced to make a living.Financial Support, BBM.That's what we want because you should be the cargo of our personal decisions in life.

Genern.😂😂",0.154,0.062,0.784,0.3567,Positive
5720,@regentgrove @bagbongmarcos BBM will be your president after the election and that's a fact!Bugok ka you,0.0,0.0,1.0,0.0,Neutral
5721,@gmanews @bagbongmarcos as if we were surprised 😮😯😲🫢😧,0.213,0.0,0.787,0.2263,Positive
5722,"@Mj__mondejar @bagbongmarcos @indaysara @smninews @dzar1026 it's still clear, itself from the president of the party reform.Evidence!👇🏾😀
https://t.co/lpizrcuadg",0.272,0.0,0.728,0.68,Positive
5723,@GracedisGrace @bagbongMarcos face pong you know no public service 🤣🤣🤣Jusmiyo Marimar,0.0,0.18,0.82,-0.296,Negative
5724,"The Ferdinands

You look good to see
@bagbongmarcos @sandromarcos7
""",0.266,0.0,0.734,0.4404,Positive
5725,"Political GRPs have increased.expressing support for the candidacy of @bangbongmarcos and @indaysara.

This was after signing the alliance of the Federal Party of the Philippines (PFP) and the Reform Party (RP).
 
via @mj__mondejar

#SMNIECTIONWATCH2022
#YourVotEMatters https://t.co/0xflzojiy0",0.197,0.0,0.803,0.7964,Positive
5726,@Bebimo74 @bingcatrocks @___shesthatgirl @bagbongmarcos is it a work?,0.0,0.0,1.0,0.0,Neutral
5727,@gmanews @bagbongmarcos https://t.co/ec8bg3amk5,0.0,0.0,1.0,0.0,Neutral
5728,@gmanews @bagbongmarcos https://t.co/7L7ig1wtwk,0.0,0.0,1.0,0.0,Neutral
5729,READ: The Camp of Presidential Frontrunner @bagbongMarcos welcomes the nup endorsement.|@smninews @dzar1026 https://t.co/fxxCuouj5T,0.184,0.0,0.816,0.4019,Positive
5730,@GracedisGrace @bagbongmarcos what is your suggestion?,0.0,0.0,1.0,0.0,Neutral
5731,"@bagbongmarcos you papz ❤️💚🙏 Woohhhhhhhh ❤️❤️❤️
#UNITEAMBBSara2022 https://t.co/fveos32SOV",0.0,0.0,1.0,0.0,Neutral
5732,"@Devraak @bagbongmarcos is the poverty, it is not blamed on the government, when you are born poor and you die it is a difficult choice, not them.Also, many have said what you say, we can only say one.We don't care 😅",0.05,0.303,0.647,-0.9165,Negative
5733,@altaslm @bagbongmarcos grbeee,0.0,0.0,1.0,0.0,Neutral
5734,The camp of former Senator @bagbongMarcos welcomes the national unity party's decision to support his presidential bid @themanilatimes https://t.co/ahh5a04aom,0.241,0.0,0.759,0.6597,Positive
5735,@bagbongmarcos 500k crowd,0.0,0.0,1.0,0.0,Neutral
5736,"See you in Negros Oriental Sir @bongbongmarcos mam @indaysara ❤️💚 Hope you can go with you sir @sandromarcos7
#BBMSaraUnitheam
#BBMSARA2022",0.132,0.0,0.868,0.4404,Positive
5737,"Bong Bong Marcos is my future president but Mary Nadjari says BBO is so BBM so as her supporters, ok lg d nmn po aq papagg 22o nmn ,,,, chill k lg ok 🙃🙃🙃",0.23,0.115,0.655,0.6054,Positive
5738,"Marcos JR knows nothing about labor relations - ka leody
https://t.co/SBZAGMVTBJ
@bagbongmarcos
#KaleodyDeguzman
#Kaleody
#Election2022
@pr1ncegolez
@Golezprince https://t.co/lxbiodujbc",0.0,0.0,1.0,0.0,Neutral
5739,@Bingcatrocks @___shesthatgirl @bagbongmarcos jusko meant grabeee,0.0,0.0,1.0,0.0,Neutral
5740,@GracedisGrace @bagbongMarcos is your passion for relying on assistance.So the daycare center is to have little children to have a baby while the mother works.You work not to be lazy!BBM wants to teach people fishing and not ask for fish if they are hungry.,0.073,0.0,0.927,0.5093,Positive
5741,"@itsmenenek @jyrisalone @EmmilsPedro @alterpanabo69 @GracedisGrace @bagbongMarcos +++ as I've said before, all kids have different capabilities.Not everyone can get scholarship and maintain that scholarship for educational assistance.",0.0,0.0,1.0,0.0,Neutral
5742,@karlitsssssss @bagbongmarcos the question: is there?🤭,0.0,0.0,1.0,0.0,Neutral
5743,@bagbongmarcos wow,0.792,0.0,0.208,0.5859,Positive
5744,@Jezz_Mbautista2 @scottrod__ @GracedisGrace @altabscbn @bagbongmarcos ??,0.0,0.0,1.0,0.0,Neutral
5745,"@itsmenenek @jyrisalone @emmilspedro @alterpanabo69 @gracedisgrace @bagbongmarcos it doesn't suffice for all the other needs of the child.And yes, there's the parent for that, but do you think all the solo parent has a good job and enough salaries to support the family and pay the expenses?",0.178,0.031,0.791,0.8248,Positive
