,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
5239,@kikopangilinan @lenirobredo #LenikikoAllTheway,0.0,0.0,1.0,0.0,Neutral
5240,"@paulivandg @lenirobredo so what, you made your choice, so do they, do you think it won't happen if mag BBM, the stronger mangancel is the man who",0.091,0.0,0.909,0.3818,Positive
5241,@napotoot @lenirobredo @Aikarobredo @jpgrobs @jillrobredo,0.0,0.0,1.0,0.0,Neutral
5242,@iam_jniest @teamlenirobredo @nicoquejano @lenirobredo @lawyersforleni Is there no advice to my advice to put hex posters?Select the staff: income + bad or order,0.0,0.222,0.778,-0.6908,Negative
5243,"Good morning Friday!

If you see VP @lenirobredo not tired, I will not be tired either!

Again!💪🏻💪🏻💪🏻

#Along life",0.364,0.0,0.636,0.8219,Positive
5244,"VP Leni Robredo Receives a Rockstar Welcome at Davao del Sur Coliseum in ... https://t.co/BZDFW3MVLN via @youtube
Huh Leni, Kiko, Gob Faithful, Angat Buhay laht, NU opp
Votes Leni Robredo 4 Pres Kiko Pangilinan 4 VP
Mabuhy Davao del Sur, Filipino, Filipinas",0.138,0.0,0.862,0.7096,Positive
5245,I laughed at Grandma Tessie.I didn't greet good morning when I greeted her she answered that I was Leni Robredo.Isn't it my fault that aunt Juden lent it a pink shirt?Hahahaha,0.218,0.13,0.652,0.457,Positive
5246,@iamkarendavila oh @lenirobredo have you heard that you are back to embarrassing the votes say if you lost last election?@Chairandybau you don't have to hide there!I didn't know you were getting a thick face !!!,0.039,0.157,0.803,-0.6757,Negative
5247,@jon60728 @philstarnews @lenirobredo di ka sure,0.315,0.0,0.685,0.3182,Positive
5248,@terio_garcia God bless and protect you mam @lenirobredo 🙏😢,0.556,0.0,0.444,0.7579,Positive
5249,@nathans29134419 @lenirobredo @rowena_guanzon are the ones who have the ones who have no respect especially Guanzon.Because he has a personal agenda that he thinks he thinks everything he does is right.How can you respect these people?,0.153,0.054,0.792,0.6124,Positive
5250,@paulivandg @lenirobredo be proud of your stand👍,0.341,0.0,0.659,0.4767,Positive
5251,@paulivandg @lenirobredo Hi!I just followed you 🌸💓🌷 Thanks for standing up!🌸💓🌷,0.258,0.0,0.742,0.5399,Positive
5252,"@adriancuenca @paulivandg @myrizalph @lenirobredo wow height of self -esteem.You are delicious in the House to House Campaign.VOTE FOR LENI MONEY, THAT.",0.283,0.0,0.717,0.8176,Positive
5253,@coleslaw315 @lenirobredo i need to dm you please .. thanks,0.426,0.0,0.574,0.6369,Positive
5254,"It's close!The Deep Probe: The SMNI Presidential Candidates Interview 😍😍😍

Shout out to non-attending 😊😊😊
@Iskomoreno
@iampinglacson
@Manny Pacquiao
@lenirobredo https://t.co/aj37iaIsyp",0.0,0.0,1.0,0.0,Neutral
5255,@iloveyunasomuch @krissyachino These trolls are really trained to maligned a person a group or an organization supporting VP Leni Robredo and Kiko Pangilinan,0.127,0.0,0.873,0.4404,Positive
5256,@Lenirobredo nii ta ka'g balay oy 🥲🥲,0.0,0.0,1.0,0.0,Neutral
5257,@yourtitaellen @therealban @paulivandg @lenirobredo my issue with trying to answer you guys is you don't believe it anyway.What do you think of Cory's EO1?Do you know it was created 3 days after her inauguration as President?Do you know all cases against the Marcoses use these eo as pillar of support for their cases?,0.095,0.0,0.905,0.6416,Positive
5258,@hannahkathleenp @lenirobredo #notolenikiko2022,0.0,0.0,1.0,0.0,Neutral
5259,"@RubyKontrabidah @lenirobredo thank you for fighting this battle with us even as you face your own personal one with cancer.I will pray for many, many victories for you.",0.14,0.16,0.7,-0.1779,Negative
5260,"@paulivandg @lenirobredo because politics is so important and it is worth it to support a president who passionately follow the values of the church, loved by our media entities, loved by the oligarchs and most of all, Leni is us' favorite little brown sister sister.",0.399,0.0,0.601,0.9715,Positive
5261,@therealbbann @paulivandg @lenirobredo many solid bbm fools like you.,0.308,0.241,0.451,-0.0258,Neutral
5262,@kikopangilinan @lenirobredo noted ..,0.0,0.0,1.0,0.0,Neutral
5263,"I cried in this picture!

I know you're so busy and tired too!

But you are with us always, VP Leni.We will stand up, for you @lenirobredo, and our dear Philippines!💗🌸🌸

*I'm just a picture of the picture!https://t.co/mpnlmebuzi",0.084,0.125,0.791,0.3992,Positive
5264,@paulivandg @lenirobredo wow!Thanks for using your influence.Hope you have more and more.💗,0.0,0.0,1.0,0.0,Neutral
5265,@Teachertoto @inquirerdotnet @lenirobredo @kikopangilinan you look like him.It just seems crazy.Bwahahaha.🤪🤣🤣🤣🤣 Why can't the truth be hidden from you.Karma ba yan ???🙄🙄🥱🥱🤣 https://t.co/YVBAKDJFLD,0.117,0.075,0.808,0.2681,Positive
5266,"Party reform on Thursday unhitched its cart behind Senator Panfilo Lacson and teeted the same behind the presidential bid of Vice President Leni Robredo.

Read:
https://t.co/R1OVJJQCZG",0.097,0.0,0.903,0.4019,Positive
5267,"Party reform on Thursday unhitched its cart behind Senator Panfilo Lacson and teeted the same behind the presidential bid of Vice President Leni Robredo.

Read:
https://t.co/tkcmcqsanq",0.097,0.0,0.903,0.4019,Positive
5268,@paulivandg @mbundzamb @lenirobredo follow in Tiktok .. You are brave man.👏👏👏💖🌷,0.254,0.0,0.746,0.5267,Positive
5269,@kikopangilinan @lenirobredo you just Kiko !!!!Do not want to have no H in the body.💖💖💖,0.0,0.277,0.723,-0.5559,Negative
5270,@paulivandg @lenirobredo Solid Bbm Sara 2022 for the love our country,0.392,0.0,0.608,0.7003,Positive
5271,"@Teachertoto @inquirerdotnet @lenirobredo @kikopangilinan is there nothing new?You're near the pit, still not?🙄🙄🙄 Pls keep updated Yong beautiful, innovative and fresh.But that's English, you might not be able to understand either.BWAHAHAHAHA🤪🤣🤣 This is what I'm saying, 👇👇👇 Simple but heavy and true.Not cluttered.https://t.co/nee62Carke",0.129,0.0,0.871,0.6007,Positive
5272,"No, if you really want a clean government and you choose VP Leni you should also choose the VP of Mam Leni Robredo and the entire team of #Lenikiko2022",0.144,0.069,0.787,0.3338,Positive
5273,Good morning po @lenirobredo https://t.co/juyeoez3d0,0.305,0.379,0.316,-0.1779,Negative
5274,@mackyp4 @hannahbarrantes @senleiladelima @lenirobredo sentri din sana.👌🏻,0.0,0.0,1.0,0.0,Neutral
5275,@paulivandg @lenirobredo thanks for the stand.💗🌺,0.367,0.0,0.633,0.4404,Positive
5276,#OMymi: Davao del Norte 1st District Rep.Pantaleon Alvarez said he chose to support vice president Leni Robredo's presidential bid because he does not want to waste his fight against the Marcos dictatorship.#VotePH https://t.co/RSBN4V2L8A,0.133,0.101,0.766,0.2982,Positive
5277,"Choosing what wine to drink to celebrate your victory mami!@lenirobredo
Sending love from London.
#Sefine Opening #Letlenilead Fight Me 💗🌸 https://t.co/zwrtxhklwx",0.285,0.09,0.625,0.7644,Positive
5278,MY PRESIDENT @lenirobredo 🎀💞💯,0.0,0.0,1.0,0.0,Neutral
5279,"#IZYMI: Kris Aquino reiterated his ex-boyfriend Herbert Bautista when he came to the stage of the campaign rally by Presidential Candidate Leni Robredo held in Capas, Tarlac.https://t.co/LHVX8LZSIM",0.0,0.0,1.0,0.0,Neutral
5280,"@Teachertoto @inquiredotnet @lenirobredo @kikopangilinan Grandpa Turtles, you are old, you still don't know how to make memes, embarrassing.Grade 1 is better than you.Where are you going again?It's really ugly, it looks cheap, don't you have a budget?Don't you have a fee, maybe you have corruption too.🤣",0.061,0.083,0.857,-0.2624,Negative
5281,"Even wrong!Because you are!That's an insult to our Filipinos, you can recover now that you are a good servant like VP Leni Robredo.Hope it's right!",0.205,0.108,0.687,0.4545,Positive
5282,@tagalogburner @philstarnews @mscathygonzaga aaay bitter kayo ???!True namn na bobo fool si leni robredo you can't accept ??Ooh bkit ok lng ba s uniteam na laitit niyo s bbm ??Loser… Laht ng ksamaan in your pint ..,0.052,0.216,0.732,-0.7867,Negative
5283,@appliedMaths @LenirObredo Alvarez Juy Nakapag Tigaw at BBM Cinematic Universe in Davao Del Norte,0.0,0.0,1.0,0.0,Neutral
5284,@Arshiethromycin @lenirobredo let's claim that ...,0.0,0.0,1.0,0.0,Neutral
5285,@paulivandg @lenirobredo you gain one here.,0.405,0.0,0.595,0.5267,Positive
5286,@therealbbann @paulivandg @lenirobredo means more Tabogo.,0.0,0.0,1.0,0.0,Neutral
5287,So I believe President @lenirobredo will win,0.432,0.0,0.568,0.5859,Positive
5288,@kikopangilinan @lenirobredo you are already,0.0,0.0,1.0,0.0,Neutral
5289,"Santa Lung Lalang Leni?
@lenirobredo https://t.co/ngiodvhw4c",0.0,0.0,1.0,0.0,Neutral
5290,"@Teachertoto @inquiredotnet @lenirobredo @kikopangilinan you are still proud of the post.Don't you really understand English?How pathetic you are.It's okay, you suffer from that.Bwahahahaha🤣🤪🤣🤣🤣🤪 https://t.co/wf2kigqf0o",0.154,0.23,0.616,-0.5367,Negative
5291,"Vice President Leni Robredo, presidential candidate, has fallen short of supporting some progressive causes that gender advocates have long fought for, but some are willing to bank on her track record of consulting and listening.#Phvote #wedecide https://t.co/GMPTBKV5TR",0.05,0.086,0.864,-0.1154,Negative
5292,@Bert_control @iam_jniest @teamlenirobredo @nicoquejano @lenirobredo @lawyersforleni don't embarrass campaign manager who candidate din for mayor lol,0.251,0.0,0.749,0.5702,Positive
5293,"@kikopangilinan @joeyledesma10 @lenirobredo to Sharon's dislike and want, Kiko will be ours for 6 years.",0.082,0.164,0.755,-0.3182,Negative
5294,"This photo was taken by my partner last March 23 2022 during VP Leni addresses her speech at 50,000+ crowd in Tarlac.

Thank you VP @lenirobredo for inspiring my whole family ..
Godbless you and more power ☺️

#Lenirobredo2022
#Lenikiko2022
#Life Life https://t.co/rns4uoowug",0.114,0.0,0.886,0.6486,Positive
5295,And this says it all.Wisdom oft comes from the mouth of babies ...@lenirobredo we love who you are ... and how your heart just reaches out ... the true heart of the Filipino.,0.215,0.0,0.785,0.802,Positive
5296,And the name is Leni Robredo .. Period 💅 💯 https://t.co/ztkgee2bzr,0.0,0.0,1.0,0.0,Neutral
5297,@paulivandg @lenirobredo new follower here keep it up for town 🇵🇭,0.0,0.0,1.0,0.0,Neutral
5298,"@luvlycallielana @lenirobredo banned the thief here
Solution the troop
Marcos sara you don't have that",0.111,0.309,0.58,-0.6249,Negative
5299,Not porket you hate yellow or aquino eh you don't want Leni Robredo.Accept that he's good!That's not a reduction in that person!,0.15,0.051,0.798,0.5204,Positive
5300,@paulivandg @lenirobredo don't feel bad losing those followers.They belong to the stupid & amp;Idiot group.,0.259,0.175,0.566,0.1615,Positive
5301,"@paulivandg @lenirobredo then foliw kita sa tiktok no problem.One Lost, Thousand Gains",0.151,0.283,0.566,-0.2732,Negative
5302,@RubyKontrabidah @lenirobredo three years and I'm surviving… God is good… be inspired,0.346,0.0,0.654,0.6486,Positive
5303,"Party reform said Thursday that it is now backing the bid of Vice President Leni Robredo for the country's highest executive position, noting that her ideals are in line with the political party's thrust.https://t.co/iceJRFPLYR",0.153,0.0,0.847,0.5574,Positive
5304,@RubyKontrabidah @lenirobredo Pray for your gaming on any Karanga,0.223,0.0,0.777,0.3182,Positive
5305,@paulivandg @lenirobredo famous Yern?,0.0,0.0,1.0,0.0,Neutral
5306,@Arshiethromycin @lenirobredo https://t.co/2of86Pvatk,0.0,0.0,1.0,0.0,Neutral
5307,@RubyKontrabidah @vicalcuaz @lenirobredo I'll include you in my prayers🌷,0.0,0.0,1.0,0.0,Neutral
5308,"@Teachertoto @r_aa_i_ @thtoopid @rowenadiaz1979 @inquiredotnet @lenirobredo @kikopangilinan @ordinarypinoy @allespant grandfather turtle, who is that?I don't know that.Bwahahaha.🤣🤣🤣🤣🤣🤣 https://t.co/Dogok0chnf",0.0,0.0,1.0,0.0,Neutral
5309,@Natalie15122979 @Therealbban @baesil1998 @kellykane102 @Genesacademy @paulivandg @lenirobredo agree!,0.285,0.0,0.715,0.4199,Positive
5310,@RubyKontrabidah @lenirobredo hugssss po 💕,0.0,0.545,0.455,-0.5574,Negative
5311,@kikopangilinan @lenirobredo galawa thieves,0.0,0.524,0.476,-0.5106,Negative
5312,"@frfielpareja @lenirobredo continued to inform VP Leni on this Fr.She needs all to be her eyes and ears, then feed all concerns for her decision-making.Advocacy is our duty as citizens.",0.0,0.0,1.0,0.0,Neutral
5313,#OMymi: Former House Speaker Davao del Norte 1st District Rep.Pantaleon Alvarez is now backing the presidential bid of Vice President Leni Robredo.#VotePH https://t.co/UC672NY4SP,0.048,0.0,0.952,0.0258,Neutral
5314,@dexraymundo @lenirobredo @katyperry hahaha!,0.565,0.0,0.435,0.5983,Positive
5315,@Teachertoto @jodeszgavilan @RamborePorts @aidatuta200 @ordinarypinoy @allespant @lenirobredo @kikopangilinan @teachertoto may I ask if you're an actual teacher?,0.0,0.0,1.0,0.0,Neutral
5316,"@paulivandg @lenirobredo do not afraid

FIGHT FOR WHAT IS GOOD

#fight",0.414,0.0,0.586,0.7476,Positive
5317,@iammarlonramos @leahnavarro @lenirobredo @sotto_tito @kikopangilinan leni/kiko only…,0.0,0.0,1.0,0.0,Neutral
5318,@Krisaquinoworld @143redangel @lenirobredo I heard from someone that Kris and sons are not really invited to this event.So is your grandmother just apples?The leni is so cute that every time you come out of your mouth it breaks it down and the pink of the yellow is stripped!,0.083,0.0,0.917,0.632,Positive
5319,@wenacos @tallmikol @lenirobredo @abscbnnews hakot pa more 😂,0.0,0.0,1.0,0.0,Neutral
5320,@aidatuto200 @teachertoto @r_aa_i_ @rowenadiaz1979 @inquiredotnet @lenirobredo @kikopangilinan @ordinarypinoy @Allespant wow I didn't know it was that bad.,0.178,0.164,0.657,0.0772,Positive
5321,She will protect aetas @lenirobredo,0.394,0.0,0.606,0.3818,Positive
5322,@frfielpareja @popmonkph @lenirobredo very true.They've been displaced by local officials whose family reigned in Tarlac for centuries,0.0,0.0,1.0,0.0,Neutral
5323,@Teachertoto @r_aa_i_ @thtoopid @rowenadiaz1979 @inquiredotnet @lenirobredo @kikopangilinan @ordinarypinoy @allespant angry world.Leni is a lawyer.Kiko has masteral degree in Harvard.You are angry at English because they do not know English.Bwahahahawawa🤪😛🤪😛🤣🤣😛🤣🤣🤣🤪😛🤣🤣 https://t.co/OHMWPYLGD9,0.0,0.196,0.804,-0.765,Negative
5324,"In politics, there are no permanent enemies.Only permanent interests.And so it came to pass that Lacson announced his resignation as the chairman of reform on account of Party President Pantaleon Alvarez's decision to endorse the candidacy of Leni Robredo over Lacson.",0.108,0.095,0.797,0.1531,Positive
5325,"@Dads71753583 @kikopangilinan @lenirobredo hahaha ... win na
Leni Kiko Tropang Angat",0.451,0.0,0.549,0.8126,Positive
5326,@bleedbughaw @jamkutch @lenirobredo @jillrobredo @Aikarobredo @jpgrobredo now there are spreading posts saying that we don't even know 1M so don't notice those spreading fake news and letting politics go away.Hayyy Juskopo we need help really.,0.07,0.08,0.851,-0.1027,Negative
5327,"@Teachertoto @r_aa_i_ @thtoopid @rowenadiaz1979 @inquiredotnet @lenirobredo @kikopangilinan @ordinarypinoy @allespant what you post, what you did, what you do, what you will do, it will reflect only in you.I like that coz that's what we complain about on twitter about you.Bye, bye.Bwahahaha.😛🤣🤣 I like you because you are angry in English.Allergic in English.Bwahahaha.PhD in America.🤪😛🤣",0.084,0.097,0.819,-0.2023,Negative
5328,"It is a pity that VP is tired.I was tired for her.Grabe talaga.So I don't want to hear the rose.I asked myself, ""Am I worth it to get VP @lenirobredo to me?""Thank you very much!",0.052,0.181,0.767,-0.5739,Negative
5329,"@Teachertoto @r_aa_i_ @thtoopid @rowenadiaz1979 @inquiredotnet @lenirobredo @kikopangilinan @ordinarypinoy @allespant thanks to u Grandpa Tagong.If it weren't for your stupidity, I wouldn't have had new followers now coz I was busy with something else.But when the netizens saw your stupidity, they were following me.What a brilliant strategy.So if I want new followers, I just dung you.🤣",0.226,0.0,0.774,0.8959,Positive
5330,@dzrhnews @lenirobredo @xtian_mano a cart that just believes in the aquino🤣🤣🤣 @smninews @admardzar @cnnphilippines @gmanewsbreaking @leagueparents @bobitigigo,0.0,0.0,1.0,0.0,Neutral
5331,@Violetnajr @lenirobredo thank you atty V !!💕💕💕,0.381,0.0,0.619,0.4738,Positive
5332,"@kikopangilinan @lenirobredo hopefully show the numbers spreading fake news, it's embarrassing to use text just to spread fake news, they really want to win in any way even fake news gora they really are,
Pweeeee !!!",0.167,0.255,0.578,-0.6618,Negative
